Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
23;16;1;2018;I100S33C149J2V1;23;0;172;2;0,695652174
21;11;1;2019;I100S33C149J2V1;21;0;148;3;0,523809524
18;7;1;2020;I100S33C149J2V1;18;0;153;2;0,388888889
102;81;1;2016;I100S33C150J1V1;44;58;114;146;0,794117647
85;72;1;2017;I100S33C150J1V1;37;48;120;162;0,847058824
75;68;1;2018;I100S33C150J1V1;40;35;141;169;0,906666667
61;50;1;2019;I100S33C150J1V1;23;38;122;168;0,819672131
70;49;1;2020;I100S33C150J1V1;37;33;127;165;0,7
11;11;1;2016;I100S33C168J1V1;9;2;36;4;1
28;21;1;2017;I100S33C168J1V1;23;5;52;10;0,75
30;24;1;2018;I100S33C168J1V1;27;3;75;7;0,8
29;22;1;2019;I100S33C168J1V1;26;3;102;10;0,75862069
31;27;1;2020;I100S33C168J1V1;29;2;107;9;0,870967742
11;8;1;2016;I100S33C168J2V1;10;1;96;4;0,727272727
12;5;1;2017;I100S33C168J2V1;9;3;81;5;0,416666667
20;11;1;2018;I100S33C168J2V1;19;1;67;5;0,55
14;12;1;2019;I100S33C168J2V1;13;1;51;4;0,857142857
13;7;1;2020;I100S33C168J2V1;11;2;51;4;0,538461538
40;36;1;2016;I100S33C176J1V1;32;8;177;44;0,9
79;62;1;2017;I100S33C176J1V1;65;14;203;51;0,784810127
91;67;1;2018;I100S33C176J1V1;73;18;227;57;0,736263736
72;54;1;2019;I100S33C176J1V1;55;17;219;54;0,75
39;25;1;2020;I100S33C176J1V1;28;11;187;58;0,641025641
26;21;1;2018;I100S33C2J1V1;13;13;14;13;0,807692308
42;35;1;2019;I100S33C2J1V1;18;24;29;35;0,833333333
52;40;1;2020;I100S33C2J1V1;25;27;50;58;0,769230769
30;24;1;2016;I100S35C10J1V1;18;12;79;60;0,8
15;12;1;2017;I100S35C10J1V1;10;5;67;48;0,8
20;19;1;2018;I100S35C10J1V1;9;11;56;50;0,95
18;10;1;2019;I100S35C10J1V1;8;10;41;44;0,555555556
15;9;1;2016;I100S35C10J2V1;8;7;55;37;0,6
16;4;1;2017;I100S35C10J2V1;3;13;38;36;0,25
11;8;1;2018;I100S35C10J2V1;5;6;38;30;0,727272727
10;6;1;2019;I100S35C10J2V1;6;4;26;28;0,6
36;29;1;2016;I100S35C149J1V1;36;0;161;5;0,805555556
35;31;1;2017;I100S35C149J1V1;32;3;152;5;0,885714286
35;32;1;2018;I100S35C149J1V1;34;1;162;3;0,914285714
32;28;1;2019;I100S35C149J1V1;31;1;156;4;0,875
46;31;1;2020;I100S35C149J1V1;45;1;170;4;0,673913043
32;25;1;2016;I100S35C149J2V1;30;2;134;3;0,78125
34;24;1;2017;I100S35C149J2V1;33;1;150;4;0,705882353
38;21;1;2018;I100S35C149J2V1;38;0;146;2;0,552631579
29;22;1;2019;I100S35C149J2V1;29;0;135;1;0,75862069
22;7;1;2020;I100S35C149J2V1;21;1;121;3;0,318181818
23;21;1;2016;I100S35C2J1V1;12;11;54;35;0,913043478
25;22;1;2017;I100S35C2J1V1;14;11;51;35;0,88
27;23;1;2018;I100S35C2J1V1;12;15;50;44;0,851851852
41;37;1;2019;I100S35C2J1V1;22;19;67;60;0,902439024
38;24;1;2020;I100S35C2J1V1;16;22;70;70;0,631578947
11;9;1;2016;I100S37C10J1V1;7;4;58;77;0,818181818
16;11;1;2017;I100S37C10J1V1;2;14;48;65;0,6875
23;16;1;2018;I100S37C10J1V1;10;13;46;50;0,695652174
35;30;1;2016;I100S37C149J1V1;35;0;154;5;0,857142857
32;25;1;2017;I100S37C149J1V1;32;0;143;2;0,78125
28;24;1;2018;I100S37C149J1V1;27;1;155;3;0,857142857
24;23;1;2019;I100S37C149J1V1;24;0;150;1;0,958333333
30;24;1;2020;I100S37C149J1V1;29;1;163;1;0,8
20;17;1;2016;I100S37C149J2V1;19;1;75;1;0,85
21;14;1;2017;I100S37C149J2V1;19;2;99;3;0,666666667
22;18;1;2018;I100S37C149J2V1;22;0;105;3;0,818181818
19;13;1;2019;I100S37C149J2V1;19;0;117;3;0,684210526
15;9;1;2020;I100S37C149J2V1;15;0;109;2;0,6
19;17;1;2016;I100S38C145J1V1;19;0;100;4;0,894736842
20;15;1;2017;I100S38C145J1V1;18;2;80;4;0,75
29;21;1;2018;I100S38C145J1V1;26;3;79;8;0,724137931
33;25;1;2019;I100S38C145J1V1;31;2;100;7;0,757575758
29;18;1;2020;I100S38C145J1V1;28;1;102;6;0,620689655
17;15;1;2016;I100S38C170J1V1;17;0;58;2;0,882352941
20;16;1;2017;I100S38C170J1V1;18;2;62;4;0,8
21;11;1;2018;I100S38C170J1V1;21;0;68;2;0,523809524
23;13;1;2019;I100S38C170J1V1;23;0;78;3;0,565217391
29;21;1;2020;I100S38C170J1V1;29;0;77;1;0,724137931
9;6;1;2016;I100S38C170J2V1;9;0;110;3;0,666666667
22;14;1;2017;I100S38C170J2V1;19;3;120;4;0,636363636
25;17;1;2018;I100S38C170J2V1;23;2;127;6;0,68
33;24;1;2019;I100S38C170J2V1;30;3;126;8;0,727272727
32;18;1;2020;I100S38C170J2V1;32;0;128;9;0,5625
7;6;1;2016;I100S38C171J1V1;7;0;46;2;0,857142857
16;10;1;2017;I100S38C171J1V1;14;2;53;5;0,625
19;12;1;2018;I100S38C171J1V1;18;1;51;3;0,631578947
24;18;1;2019;I100S38C171J1V1;21;3;58;7;0,75
12;10;1;2020;I100S38C171J1V1;12;0;53;4;0,833333333
10;7;1;2016;I100S38C171J2V1;10;0;80;0;0,7
12;6;1;2017;I100S38C171J2V1;12;0;80;0;0,5
14;11;1;2018;I100S38C171J2V1;13;1;86;4;0,785714286
22;14;1;2019;I100S38C171J2V1;21;1;87;2;0,636363636
9;5;1;2020;I100S38C171J2V1;9;0;69;3;0,555555556
28;20;1;2016;I100S4C10J1V1;12;16;149;201;0,714285714
24;15;1;2017;I100S4C10J1V1;8;16;113;130;0,625
17;15;1;2018;I100S4C10J1V1;6;11;73;73;0,882352941
23;18;1;2019;I100S4C10J1V1;9;14;44;76;0,782608696
20;16;1;2020;I100S4C10J1V1;7;13;27;68;0,8
26;11;1;2016;I100S4C10J2V1;17;9;119;146;0,423076923
19;15;1;2017;I100S4C10J2V1;7;12;67;105;0,789473684
101;64;1;2016;I100S4C126J1V1;69;32;213;85;0,633663366
73;56;1;2017;I100S4C126J1V1;43;30;215;104;0,767123288
74;61;1;2018;I100S4C126J1V1;48;26;213;106;0,824324324
59;48;1;2019;I100S4C126J1V1;33;26;179;102;0,813559322
59;34;1;2020;I100S4C126J1V1;36;23;166;93;0,576271186
33;20;1;2016;I100S4C126J2V1;23;10;105;48;0,606060606
56;31;1;2017;I100S4C126J2V1;38;18;130;59;0,553571429
57;34;1;2018;I100S4C126J2V1;35;22;129;72;0,596491228
59;25;1;2019;I100S4C126J2V1;37;22;133;81;0,423728814
59;35;1;2020;I100S4C126J2V1;35;24;121;79;0,593220339
50;31;1;2016;I100S4C144J1V1;48;2;176;5;0,62
52;43;1;2017;I100S4C144J1V1;51;1;186;5;0,826923077
45;38;1;2018;I100S4C144J1V1;40;5;193;10;0,844444444
44;26;1;2019;I100S4C144J1V1;41;3;185;10;0,590909091
48;25;1;2020;I100S4C144J1V1;40;8;181;14;0,520833333
48;35;1;2016;I100S4C144J2V1;48;0;283;7;0,729166667
56;37;1;2017;I100S4C144J2V1;49;7;278;12;0,660714286
60;39;1;2018;I100S4C144J2V1;55;5;272;17;0,65
55;35;1;2019;I100S4C144J2V1;55;0;299;12;0,636363636
60;36;1;2020;I100S4C144J2V1;54;6;289;16;0,6
33;17;1;2016;I100S4C149J1V1;33;0;103;2;0,515151515
69;41;1;2017;I100S4C149J1V1;68;1;132;1;0,594202899
36;20;1;2018;I100S4C149J1V1;34;2;123;3;0,555555556
41;24;1;2019;I100S4C149J1V1;40;1;123;3;0,585365854
45;25;1;2020;I100S4C149J1V1;43;2;137;3;0,555555556
28;14;1;2016;I100S4C149J2V1;28;0;122;3;0,5
36;24;1;2017;I100S4C149J2V1;36;0;131;4;0,666666667
41;23;1;2018;I100S4C149J2V1;38;3;134;6;0,56097561
41;23;1;2019;I100S4C149J2V1;38;3;129;8;0,56097561
37;17;1;2020;I100S4C149J2V1;36;1;132;7;0,459459459
36;24;1;2016;I100S4C150J1V1;11;25;45;81;0,666666667
75;50;1;2017;I100S4C150J1V1;26;49;71;121;0,666666667
73;54;1;2018;I100S4C150J1V1;22;51;74;141;0,739726027
75;51;1;2019;I100S4C150J1V1;30;45;91;158;0,68
74;52;1;2020;I100S4C150J1V1;31;43;91;160;0,702702703
103;62;1;2016;I100S4C160J1V1;96;7;276;14;0,601941748
80;63;1;2017;I100S4C160J1V1;76;4;277;11;0,7875
69;48;1;2018;I100S4C160J1V1;63;6;267;14;0,695652174
63;43;1;2019;I100S4C160J1V1;57;6;248;19;0,682539683
57;31;1;2020;I100S4C160J1V1;53;4;212;14;0,543859649
63;28;1;2016;I100S4C160J2V1;56;7;263;12;0,444444444
77;41;1;2017;I100S4C160J2V1;73;4;285;16;0,532467532
78;54;1;2018;I100S4C160J2V1;72;6;290;17;0,692307692
73;60;1;2019;I100S4C160J2V1;66;7;290;22;0,821917808
59;46;1;2020;I100S4C160J2V1;52;7;305;25;0,779661017
15;8;1;2017;I100S4C168J1V1;10;5;18;5;0,533333333
19;13;1;2018;I100S4C168J1V1;15;4;28;5;0,684210526
13;10;1;2019;I100S4C168J1V1;11;2;30;7;0,769230769
13;9;1;2017;I100S4C168J2V1;9;4;18;4;0,692307692
18;8;1;2018;I100S4C168J2V1;12;6;25;10;0,444444444
15;7;1;2019;I100S4C168J2V1;13;2;37;7;0,466666667
22;7;1;2020;I100S4C168J2V1;17;5;42;11;0,318181818
19;8;1;2016;I100S5C10J1V1;10;9;82;129;0,421052632
21;13;1;2017;I100S5C10J1V1;11;10;63;95;0,619047619
10;7;1;2018;I100S5C10J1V1;2;8;31;57;0,7
22;15;1;2019;I100S5C10J1V1;7;15;26;42;0,681818182
28;14;1;2016;I100S5C10J2V1;13;15;97;142;0,5
93;54;1;2016;I100S5C126J1V1;57;36;224;124;0,580645161
63;38;1;2017;I100S5C126J1V1;39;24;195;117;0,603174603
40;25;1;2018;I100S5C126J1V1;18;22;154;96;0,625
60;46;1;2019;I100S5C126J1V1;34;26;127;109;0,766666667
56;36;1;2020;I100S5C126J1V1;39;17;122;85;0,642857143
30;23;1;2016;I100S5C144J1V1;25;5;61;9;0,766666667
31;15;1;2017;I100S5C144J1V1;29;2;75;8;0,483870968
13;10;1;2018;I100S5C144J1V1;11;2;56;5;0,769230769
34;22;1;2019;I100S5C144J1V1;30;4;70;6;0,647058824
40;24;1;2020;I100S5C144J1V1;35;5;85;8;0,6
33;17;1;2016;I100S5C144J2V1;29;4;118;6;0,515151515
30;22;1;2017;I100S5C144J2V1;27;3;121;8;0,733333333
33;18;1;2018;I100S5C144J2V1;29;4;134;10;0,545454545
34;16;1;2019;I100S5C144J2V1;33;1;128;10;0,470588235
53;31;1;2020;I100S5C144J2V1;49;4;140;8;0,58490566
89;61;1;2016;I100S5C160J1V1;83;6;179;9;0,685393258
91;60;1;2017;I100S5C160J1V1;85;6;215;14;0,659340659
77;50;1;2018;I100S5C160J1V1;72;5;225;15;0,649350649
88;52;1;2019;I100S5C160J1V1;78;10;231;19;0,590909091
61;32;1;2020;I100S5C160J1V1;56;5;205;13;0,524590164
36;22;1;2016;I100S5C160J2V1;34;2;173;8;0,611111111
57;31;1;2017;I100S5C160J2V1;54;3;207;7;0,543859649
64;33;1;2018;I100S5C160J2V1;60;4;214;9;0,515625
65;32;1;2019;I100S5C160J2V1;62;3;226;11;0,492307692
79;40;1;2020;I100S5C160J2V1;77;2;253;18;0,506329114
33;21;1;2016;I100S5C167J1V1;18;15;63;76;0,636363636
28;22;1;2017;I100S5C167J1V1;18;10;66;65;0,785714286
28;23;1;2018;I100S5C167J1V1;11;17;66;72;0,821428571
35;27;1;2019;I100S5C167J1V1;16;19;64;71;0,771428571
30;26;1;2020;I100S5C167J1V1;14;16;60;72;0,866666667
38;21;1;2016;I100S5C167J2V1;28;10;82;47;0,552631579
31;17;1;2017;I100S5C167J2V1;21;10;84;44;0,548387097
29;24;1;2018;I100S5C167J2V1;15;14;71;59;0,827586207
29;13;1;2019;I100S5C167J2V1;17;12;68;56;0,448275862
30;19;1;2020;I100S5C167J2V1;14;16;47;45;0,633333333
56;42;1;2016;I100S9C10J1V1;29;27;158;109;0,75
22;16;1;2017;I100S9C10J1V1;12;10;117;79;0,727272727
25;13;1;2018;I100S9C10J1V1;11;14;92;73;0,52
27;15;1;2019;I100S9C10J1V1;9;18;68;66;0,555555556
35;16;1;2016;I100S9C10J2V1;26;9;112;50;0,457142857
23;10;1;2017;I100S9C10J2V1;10;13;74;44;0,434782609
16;9;1;2018;I100S9C10J2V1;6;10;60;44;0,5625
19;14;1;2019;I100S9C10J2V1;12;7;60;43;0,736842105
21;16;1;2016;I100S9C144J1V1;21;0;80;1;0,761904762
20;16;1;2017;I100S9C144J1V1;19;1;84;1;0,8
25;21;1;2018;I100S9C144J1V1;22;3;90;5;0,84
24;18;1;2019;I100S9C144J1V1;21;3;91;9;0,75
30;14;1;2020;I100S9C144J1V1;26;4;98;10;0,466666667
31;24;1;2016;I100S9C144J2V1;29;2;106;3;0,774193548
22;17;1;2017;I100S9C144J2V1;22;0;96;2;0,772727273
26;19;1;2018;I100S9C144J2V1;24;2;96;3;0,730769231
27;17;1;2019;I100S9C144J2V1;26;1;97;4;0,62962963
26;12;1;2020;I100S9C144J2V1;24;2;89;5;0,461538462
36;27;1;2016;I100S9C149J1V1;32;4;130;7;0,75
35;29;1;2017;I100S9C149J1V1;35;0;153;2;0,828571429
